,ID,Airports,Periods,TotalFlights_3,TotalPassengers_12,EuropeTotal_22,Africa_26,America_32,Asia_36,Oceania_40,OtherUnknown_41,TotalCargo_43,TotalUnloadedCargo_46,TotalLoadedCargo_49,TotalMail_74,TotalUnloadedMail_77,TotalLoadedMail_80,Passengers_flight
306,399,Total Dutch,2022MM06,43248,6118527,4664238,211210,938230,304849,0,0,125858,65036,60822,667,340,327,"141,4753746"
307,401,Total Dutch,2022MM07,43218,6211931,4597397,255610,999352,359572,0,0,130029,66852,63177,584,303,280,"143,7348096"
308,402,Total Dutch,2022MM08,44862,6378969,4746288,275785,988035,368858,0,0,125037,63153,61884,549,305,244,"142,1909188"
309,403,AMS Schiphol,1997JJ00,349476,31021002,20282682,1223391,6038044,3379017,97868,0,1161234,578949,582285,       .,       .,       .,"88,76432716"
310,404,AMS Schiphol,1998JJ00,376810,33946104,22496275,1293242,6367845,3680895,107847,0,1171252,580416,590836,       .,       .,       .,"90,08811868"
311,405,AMS Schiphol,1999MM01,29640,2372578,1496494,113309,455002,298997,8776,0,88159,47149,41010,       .,       .,       .,"80,04649123"
312,406,AMS Schiphol,1999MM02,27526,2332664,1534949,107207,408987,274295,7226,0,94718,49131,45587,       .,       .,       .,"84,74402383"
313,407,AMS Schiphol,1999MM03,31473,2825328,1837844,117193,531834,330139,8318,0,108780,55243,53537,       .,       .,       .,"89,76989801"
314,409,AMS Schiphol,1999MM04,32013,2901478,1926831,111309,524706,331128,7504,0,97708,49752,47956,       .,       .,       .,"90,63436729"
315,410,AMS Schiphol,1999MM05,34133,3263955,2231219,111085,588521,326257,6873,0,97092,48244,48848,       .,       .,       .,"95,62461547"
316,411,AMS Schiphol,1999MM06,33426,3226738,2179958,110111,614953,314288,7428,0,92819,44290,48529,       .,       .,       .,"96,5337761"
317,413,AMS Schiphol,1999MM07,35529,3610786,2420422,145286,670512,365967,8599,0,96040,44801,51239,       .,       .,       .,"101,6292606"
318,414,AMS Schiphol,1999MM08,35625,3709274,2461637,150400,692770,395456,9011,0,90496,42945,47551,       .,       .,       .,"104,1199719"
319,415,AMS Schiphol,1999MM09,34411,3467185,2340328,134339,634140,350160,8218,0,95374,45937,49437,       .,       .,       .,"100,7580425"
320,417,AMS Schiphol,1999MM10,35126,3449646,2300568,137098,628633,374954,8393,0,107464,52505,54959,       .,       .,       .,"98,20776633"
321,418,AMS Schiphol,1999MM11,33182,2802951,1819948,123495,515870,335969,7669,0,106774,53191,53583,       .,       .,       .,"84,47203303"
322,419,AMS Schiphol,1999MM12,31521,2462530,1584168,111273,464360,295176,7553,0,105293,54364,50929,       .,       .,       .,"78,12347324"
323,421,AMS Schiphol,1999JJ00,393605,36425113,24134366,1472105,6730288,3992786,95568,0,1180717,587552,593165,       .,       .,       .,"92,54230256"
324,422,AMS Schiphol,2000MM01,32537,2490645,1582157,117626,468432,314367,8063,0,92023,47339,44684,       .,       .,       .,"76,54808372"
325,423,AMS Schiphol,2000MM02,31894,2561520,1675373,119506,444379,314424,7838,0,99681,51070,48611,       .,       .,       .,"80,3135386"
326,424,AMS Schiphol,2000MM03,34263,3067554,2017959,131527,555392,354650,8026,0,109485,54972,54513,       .,       .,       .,"89,52963839"
327,426,AMS Schiphol,2000MM04,33815,3226951,2142676,129266,575714,371629,7666,0,100535,49990,50545,       .,       .,       .,"95,42957267"
328,427,AMS Schiphol,2000MM05,36539,3546493,2441992,117623,623217,355685,7976,0,98759,48078,50681,       .,       .,       .,"97,06048332"
329,428,AMS Schiphol,2000MM06,35206,3492787,2373124,118334,655471,339040,6818,0,96432,46514,49918,       .,       .,       .,"99,20999261"
330,430,AMS Schiphol,2000MM07,37108,3952263,2674616,152630,714381,403142,7494,0,98766,44589,54177,       .,       .,       .,"106,5070335"
331,431,AMS Schiphol,2000MM08,37258,3932072,2648907,162638,702802,409908,7817,0,94547,43362,51185,       .,       .,       .,"105,5363143"
332,432,AMS Schiphol,2000MM09,35496,3720284,2533364,148315,650945,380381,7279,0,103074,49060,54014,       .,       .,       .,"104,8085418"
333,434,AMS Schiphol,2000MM10,36170,3651555,2475461,152229,620993,394934,7938,0,110050,52001,58049,       .,       .,       .,"100,9553497"
334,435,AMS Schiphol,2000MM11,32902,2914972,1901315,135438,521696,348726,7797,0,107780,50519,57261,       .,       .,       .,"88,59558689"
335,436,AMS Schiphol,2000MM12,31739,2713514,1731137,130309,505127,338342,8599,0,111462,54943,56519,       .,       .,       .,"85,49462806"
336,438,AMS Schiphol,2000JJ00,414927,39270610,26198081,1615441,7038549,4325228,93311,0,1222594,592437,630157,       .,       .,       .,"94,64462424"
337,439,AMS Schiphol,2001MM01,32835,2703997,1706476,139257,495888,353274,9102,0,95384,48967,46417,       .,       .,       .,"82,35105832"
338,440,AMS Schiphol,2001MM02,30436,2591373,1698103,128834,432925,324347,7164,0,99928,49317,50611,       .,       .,       .,"85,14170719"
339,441,AMS Schiphol,2001MM03,34529,3163748,2078101,145156,554418,380875,5198,0,111857,54328,57530,       .,       .,       .,"91,62582177"
340,443,AMS Schiphol,2001MM04,34151,3355137,2243954,136403,598527,376253,0,0,97008,46171,50836,       .,       .,       .,"98,24418026"
341,444,AMS Schiphol,2001MM05,37255,3613702,2516386,123465,618800,355051,0,0,94515,44429,50086,       .,       .,       .,"96,99911421"
342,445,AMS Schiphol,2001MM06,36209,3686773,2519289,136514,660362,370608,0,0,93457,41815,51642,       .,       .,       .,"101,8192438"
343,447,AMS Schiphol,2001MM07,38386,4098716,2804259,162892,691505,440060,0,0,89024,38322,50702,       .,       .,       .,"106,7763247"
344,448,AMS Schiphol,2001MM08,38451,4063517,2749663,169015,689852,454987,0,0,88530,39752,48778,       .,       .,       .,"105,6803984"
345,449,AMS Schiphol,2001MM09,36432,3551489,2494721,146581,537573,372614,0,0,95066,43056,52010,       .,       .,       .,"97,48268006"
346,451,AMS Schiphol,2001MM10,36486,3226663,2290737,144036,465976,325914,0,0,105253,48961,56292,       .,       .,       .,"88,43564655"
347,452,AMS Schiphol,2001MM11,31059,2656842,1831133,119551,419974,286184,0,0,106775,51018,55757,       .,       .,       .,"85,54177533"
348,453,AMS Schiphol,2001MM12,30227,2597484,1710139,126532,453844,306969,0,0,106412,52305,54107,       .,       .,       .,"85,93257684"
349,455,AMS Schiphol,2001JJ00,416456,39309441,26642961,1678236,6619644,4347136,21464,0,1183208,558441,624767,       .,       .,       .,"94,39038218"
350,456,AMS Schiphol,2002MM01,30835,2572399,1658347,138824,448415,326813,0,0,91162,45620,45542,       .,       .,       .,"83,42464732"
