,ID,Airports,Periods,TotalFlights_3,TotalPassengers_12,EuropeTotal_22,Africa_26,America_32,Asia_36,Oceania_40,OtherUnknown_41,TotalCargo_43,TotalUnloadedCargo_46,TotalLoadedCargo_49,TotalMail_74,TotalUnloadedMail_77,TotalLoadedMail_80,Passengers_flight
1352,1763,Maastricht Aachen,2007MM11,857,14774,14767,0,0,0,0,0,5082,4374,708,0,0,0,"17,23920653"
1353,1764,Maastricht Aachen,2007MM12,773,14638,14406,232,0,0,0,0,4253,3719,535,0,0,0,"18,93661061"
1354,1766,Maastricht Aachen,2007JJ00,9943,134579,134320,242,1,0,0,0,57898,46851,11047,0,0,0,"13,53504978"
1355,1767,Maastricht Aachen,2008MM01,827,13529,13454,73,0,0,0,0,4891,4382,509,0,0,0,"16,35912938"
1356,1768,Maastricht Aachen,2008MM02,794,15611,15465,0,0,140,0,0,4233,3724,510,0,0,0,"19,66120907"
1357,1769,Maastricht Aachen,2008MM03,863,17906,17906,0,0,0,0,0,4899,4254,645,0,0,0,"20,74855156"
1358,1771,Maastricht Aachen,2008MM04,890,19662,19660,2,0,0,0,0,5039,4414,625,0,0,0,"22,09213483"
1359,1772,Maastricht Aachen,2008MM05,1087,24653,24653,0,0,0,0,0,5145,4469,677,0,0,0,"22,67985281"
1360,1773,Maastricht Aachen,2008MM06,1066,23184,23176,0,0,8,0,0,5005,4189,817,0,0,0,"21,74859287"
1361,1775,Maastricht Aachen,2008MM07,1177,25643,25643,0,0,0,0,0,5085,4496,589,0,0,0,"21,78674596"
1362,1776,Maastricht Aachen,2008MM08,1097,25284,25284,0,0,0,0,0,4644,3998,646,0,0,0,"23,04831358"
1363,1777,Maastricht Aachen,2008MM09,1128,25293,25071,0,0,222,0,0,5185,4476,709,0,0,0,"22,42287234"
1364,1779,Maastricht Aachen,2008MM10,992,22152,21977,2,0,173,0,0,4252,3632,620,0,0,0,"22,33064516"
1365,1780,Maastricht Aachen,2008MM11,544,10645,10645,0,0,0,0,0,3702,3149,553,0,0,0,"19,56801471"
1366,1781,Maastricht Aachen,2008MM12,430,8262,8262,0,0,0,0,0,3304,2831,473,0,0,0,"19,21395349"
1367,1783,Maastricht Aachen,2008JJ00,10895,231824,231196,77,0,543,0,0,55383,48012,7372,0,0,0,"21,27801744"
1368,1784,Maastricht Aachen,2009MM01,418,4060,4056,4,0,0,0,0,3453,2923,530,0,0,0,"9,71291866"
1369,1785,Maastricht Aachen,2009MM02,396,1567,1567,0,0,0,0,0,4068,3454,614,0,0,0,"3,957070707"
1370,1786,Maastricht Aachen,2009MM03,438,1401,1401,0,0,0,0,0,4590,4035,555,0,0,0,"3,198630137"
1371,1788,Maastricht Aachen,2009MM04,592,12373,12373,0,0,0,0,0,4476,3863,613,0,0,0,"20,90033784"
1372,1789,Maastricht Aachen,2009MM05,709,16456,16456,0,0,0,0,0,4329,3628,701,0,0,0,"23,21015515"
1373,1790,Maastricht Aachen,2009MM06,695,16085,16085,0,0,0,0,0,4074,3269,806,0,0,0,"23,14388489"
1374,1792,Maastricht Aachen,2009MM07,737,18771,18550,0,0,221,0,0,3778,2993,785,0,0,0,"25,46947083"
1375,1793,Maastricht Aachen,2009MM08,731,21332,21332,0,0,0,0,0,4344,3184,1160,0,0,0,"29,18194254"
1376,1794,Maastricht Aachen,2009MM09,731,17157,17153,4,0,0,0,0,4565,3546,1019,0,0,0,"23,47058824"
1377,1796,Maastricht Aachen,2009MM10,665,14304,14296,8,0,0,0,0,5243,4202,1041,0,0,0,"21,50977444"
1378,1797,Maastricht Aachen,2009MM11,525,5425,5425,0,0,0,0,0,5383,4175,1208,0,0,0,"10,33333333"
1379,1798,Maastricht Aachen,2009MM12,522,6765,6765,0,0,0,0,0,5049,3995,1054,0,0,0,"12,95977011"
1380,1800,Maastricht Aachen,2009JJ00,7159,135696,135459,16,0,221,0,0,53351,43266,10085,0,0,0,"18,9546026"
1381,1801,Maastricht Aachen,2010MM01,528,5285,5285,0,0,0,0,0,5625,4403,1222,0,0,0,"10,0094697"
1382,1802,Maastricht Aachen,2010MM02,505,5391,5391,0,0,0,0,0,4999,3780,1219,0,0,0,"10,67524752"
1383,1803,Maastricht Aachen,2010MM03,562,7807,7803,0,0,2,0,0,5527,3909,1618,0,0,0,"13,89145907"
1384,1805,Maastricht Aachen,2010MM04,503,11353,11349,4,0,0,0,0,4608,3307,1302,0,0,0,"22,57057654"
1385,1806,Maastricht Aachen,2010MM05,788,22578,21777,0,801,0,0,0,5450,4019,1431,0,0,0,"28,65228426"
1386,1807,Maastricht Aachen,2010MM06,836,25498,25498,0,0,0,0,0,4473,3180,1293,0,0,0,"30,5"
1387,1809,Maastricht Aachen,2010MM07,881,34321,34321,0,0,0,0,0,3915,2721,1194,0,0,0,"38,9568672"
1388,1810,Maastricht Aachen,2010MM08,952,35917,35917,0,0,0,0,0,4963,3435,1527,0,0,0,"37,72794118"
1389,1811,Maastricht Aachen,2010MM09,902,32011,31064,451,496,0,0,0,4777,3448,1329,0,0,0,"35,48891353"
1390,1813,Maastricht Aachen,2010MM10,867,29690,29686,2,0,2,0,0,5647,4216,1430,0,0,0,"34,24452134"
1391,1814,Maastricht Aachen,2010MM11,570,9150,9148,2,0,0,0,0,6242,4579,1663,0,0,0,"16,05263158"
1392,1815,Maastricht Aachen,2010MM12,549,7634,7633,0,1,0,0,0,5750,3994,1756,0,0,0,"13,90528233"
1393,1817,Maastricht Aachen,2010JJ00,8443,226635,224872,459,1298,4,0,0,61975,44992,16983,0,0,0,"26,84294682"
1394,1818,Maastricht Aachen,2011MM01,288,7774,7770,0,0,0,0,0,5452,3890,1562,0,0,0,"26,99305556"
1395,1819,Maastricht Aachen,2011MM02,299,8464,8463,1,0,0,0,0,5610,3714,1896,0,0,0,"28,30769231"
1396,1820,Maastricht Aachen,2011MM03,406,17592,17590,0,0,0,0,0,7446,5152,2295,0,0,0,"43,33004926"
1397,1822,Maastricht Aachen,2011MM04,550,36048,36048,0,0,0,0,0,6016,4181,1835,0,0,0,"65,54181818"
1398,1823,Maastricht Aachen,2011MM05,609,40370,40370,0,0,0,0,0,5967,3902,2065,0,0,0,"66,28899836"
1399,1824,Maastricht Aachen,2011MM06,629,40209,40040,169,0,0,0,0,5098,2724,2374,0,0,0,"63,92527822"
1400,1826,Maastricht Aachen,2011MM07,576,44085,43713,372,0,0,0,0,4590,2264,2327,0,0,0,"76,53645833"
1401,1827,Maastricht Aachen,2011MM08,596,46920,46705,0,2,187,0,0,4890,2532,2357,0,0,0,"78,72483221"
1402,1828,Maastricht Aachen,2011MM09,580,41470,41470,0,0,0,0,0,4472,2438,2035,0,0,0,"71,5"
1403,1830,Maastricht Aachen,2011MM10,562,38851,38851,0,0,0,0,0,4363,2351,2012,0,0,0,"69,12989324"
1404,1831,Maastricht Aachen,2011MM11,329,6751,6528,0,223,0,0,0,5023,2964,2059,0,0,0,"20,51975684"
1405,1832,Maastricht Aachen,2011MM12,346,5376,4873,355,0,146,0,0,6474,3803,2671,0,0,0,"15,53757225"
1406,1834,Maastricht Aachen,2011JJ00,5770,333910,332421,897,225,333,0,0,65402,39916,25486,0,0,0,"57,87001733"
1407,1835,Maastricht Aachen,2012MM01,308,4909,4308,0,474,127,0,0,4733,3226,1507,0,0,0,"15,93831169"
1408,1836,Maastricht Aachen,2012MM02,336,4223,4221,0,0,0,0,0,5849,3874,1975,0,0,0,"12,56845238"
1409,1837,Maastricht Aachen,2012MM03,372,9478,9472,0,6,0,0,0,5131,3141,1989,0,0,0,"25,47849462"
1410,1839,Maastricht Aachen,2012MM04,473,31828,31824,0,2,0,0,0,4235,2650,1584,0,0,0,"67,28964059"
1411,1840,Maastricht Aachen,2012MM05,566,36673,36671,0,0,0,0,0,3986,2452,1535,0,0,0,"64,79328622"
1412,1841,Maastricht Aachen,2012MM06,518,33476,33476,0,0,0,0,0,3893,2357,1536,0,0,0,"64,62548263"
1413,1843,Maastricht Aachen,2012MM07,545,46797,46792,0,0,1,0,0,3523,1902,1621,0,0,0,"85,86605505"
1414,1844,Maastricht Aachen,2012MM08,543,45125,45117,0,0,3,0,0,3145,1862,1283,0,0,0,"83,10313076"
1415,1845,Maastricht Aachen,2012MM09,513,36458,36454,0,0,3,0,0,3863,2315,1548,0,0,0,"71,06822612"
1416,1847,Maastricht Aachen,2012MM10,512,31208,31204,0,0,4,0,0,3916,2423,1493,0,0,0,"60,953125"
1417,1848,Maastricht Aachen,2012MM11,355,8555,8555,0,0,0,0,0,4874,3437,1437,0,0,0,"24,09859155"
1418,1849,Maastricht Aachen,2012MM12,404,16709,16707,0,0,1,0,0,5414,3691,1723,0,0,0,"41,35891089"
1419,1851,Maastricht Aachen,2012JJ00,5445,305439,304801,0,482,139,0,0,52562,33331,19231,0,0,0,"56,0953168"
1420,1852,Maastricht Aachen,2013MM01,414,16087,16086,0,0,0,0,0,4296,3055,1241,0,0,0,"38,85748792"
1421,1853,Maastricht Aachen,2013MM02,401,16421,16417,0,0,0,0,0,4574,3186,1387,0,0,0,"40,95012469"
1422,1854,Maastricht Aachen,2013MM03,479,21892,21892,0,0,0,0,0,5649,3796,1852,0,0,0,"45,70354906"
1423,1856,Maastricht Aachen,2013MM04,580,43092,43091,0,0,1,0,0,4537,2929,1608,0,0,0,"74,29655172"
1424,1857,Maastricht Aachen,2013MM05,613,47093,47093,0,0,0,0,0,4838,3212,1626,0,0,0,"76,82381729"
1425,1858,Maastricht Aachen,2013MM06,607,41080,41075,0,0,5,0,0,4172,2525,1647,0,0,0,"67,67710049"
1426,1860,Maastricht Aachen,2013MM07,656,57650,57637,13,0,0,0,0,4170,2429,1742,0,0,0,"87,88109756"
1427,1861,Maastricht Aachen,2013MM08,626,58868,58864,0,0,0,0,0,3773,2377,1396,0,0,0,"94,03833866"
1428,1862,Maastricht Aachen,2013MM09,590,44163,44163,0,0,0,0,0,3453,2087,1366,0,0,0,"74,85254237"
1429,1864,Maastricht Aachen,2013MM10,613,48287,48285,0,0,0,0,0,4675,2926,1748,0,0,0,"78,77161501"
1430,1865,Maastricht Aachen,2013MM11,408,17727,17727,0,0,0,0,0,4933,3169,1764,0,0,0,"43,44852941"
1431,1866,Maastricht Aachen,2013MM12,353,17185,17184,0,0,1,0,0,4959,2880,2079,0,0,0,"48,68271955"
1432,1868,Maastricht Aachen,2013JJ00,6340,429545,429514,13,0,7,0,0,54029,34574,19456,0,0,0,"67,75157729"
1433,1869,Maastricht Aachen,2014MM01,340,11130,11130,0,0,0,0,0,4725,2949,1776,0,0,0,"32,73529412"
1434,1870,Maastricht Aachen,2014MM02,348,11187,11184,0,0,0,0,0,4695,2849,1846,0,0,0,"32,14655172"
1435,1871,Maastricht Aachen,2014MM03,402,13284,13284,0,0,0,0,0,5346,3108,2238,0,0,0,"33,04477612"
1436,1873,Maastricht Aachen,2014MM04,408,23343,23343,0,0,0,0,0,5425,3257,2168,0,0,0,"57,21323529"
1437,1874,Maastricht Aachen,2014MM05,456,25966,25965,0,0,1,0,0,5647,3303,2345,0,0,0,"56,94298246"
1438,1875,Maastricht Aachen,2014MM06,461,23303,23283,19,0,1,0,0,5677,3393,2284,0,0,0,"50,54880694"
1439,1877,Maastricht Aachen,2014MM07,514,28814,28799,2,12,0,0,0,4397,2445,1952,0,0,0,"56,05836576"
1440,1878,Maastricht Aachen,2014MM08,492,32593,31256,1333,0,1,0,0,3412,1844,1568,0,0,0,"66,24593496"
1441,1879,Maastricht Aachen,2014MM09,485,28138,28000,138,0,0,0,0,3732,1986,1746,0,0,0,"58,01649485"
1442,1881,Maastricht Aachen,2014MM10,486,26408,26391,8,0,9,0,0,4162,2200,1963,0,0,0,"54,33744856"
1443,1882,Maastricht Aachen,2014MM11,336,8320,8315,0,3,2,0,0,4434,2727,1707,0,0,0,"24,76190476"
1444,1883,Maastricht Aachen,2014MM12,298,8987,8489,498,0,0,0,0,5040,2804,2236,0,0,0,"30,15771812"
1445,1885,Maastricht Aachen,2014JJ00,5026,241473,239439,1998,15,14,0,0,56693,32864,23829,0,0,0,"48,04476721"
1446,1886,Maastricht Aachen,2015MM01,268,6323,6317,0,3,3,0,0,4041,2333,1708,0,0,0,"23,59328358"
1447,1887,Maastricht Aachen,2015MM02,232,6309,6230,0,78,1,0,0,4099,2205,1894,0,0,0,"27,19396552"
1448,1888,Maastricht Aachen,2015MM03,265,7310,7308,2,0,0,0,0,4565,2419,2145,0,0,0,"27,58490566"
1449,1890,Maastricht Aachen,2015MM04,327,17961,17960,0,0,1,0,0,4190,2371,1820,0,0,0,"54,9266055"
1450,1891,Maastricht Aachen,2015MM05,395,23331,23329,0,0,0,0,0,4394,2497,1898,0,0,0,"59,06582278"
1451,1892,Maastricht Aachen,2015MM06,394,23003,23002,0,0,0,0,0,4362,2399,1963,0,0,0,"58,38324873"
1452,1894,Maastricht Aachen,2015MM07,383,25580,25579,0,0,1,0,0,3647,1880,1767,0,0,0,"66,78851175"
1453,1895,Maastricht Aachen,2015MM08,410,26824,26817,0,0,4,0,0,3644,2056,1589,0,0,0,"65,42439024"
1454,1896,Maastricht Aachen,2015MM09,365,22278,22276,0,2,0,0,0,3982,2244,1738,0,0,0,"61,03561644"
1455,1898,Maastricht Aachen,2015MM10,401,22040,22040,0,0,0,0,0,3823,2058,1765,0,0,0,"54,96259352"
1456,1899,Maastricht Aachen,2015MM11,318,8562,8562,0,0,0,0,0,7265,4015,3249,0,0,0,"26,9245283"
1457,1900,Maastricht Aachen,2015MM12,307,5659,5659,0,0,0,0,0,8610,4734,3876,0,0,0,"18,43322476"
1458,1902,Maastricht Aachen,2015JJ00,4065,195180,195079,2,83,10,0,0,56622,31211,25411,0,0,0,"48,01476015"
1459,1903,Maastricht Aachen,2016MM01,294,4968,4966,0,0,0,0,0,8120,4663,3457,0,0,0,"16,89795918"
1460,1904,Maastricht Aachen,2016MM02,306,5891,5891,0,0,0,0,0,8082,4693,3389,0,0,0,"19,25163399"
1461,1905,Maastricht Aachen,2016MM03,386,8540,8539,0,0,0,0,0,9250,5154,4095,0,0,0,"22,12435233"
1462,1907,Maastricht Aachen,2016MM04,367,17161,17152,0,9,0,0,0,4169,2449,1720,0,0,0,"46,76021798"
1463,1908,Maastricht Aachen,2016MM05,343,20207,20207,0,0,0,0,0,4097,2545,1552,0,0,0,"58,91253644"
1464,1909,Maastricht Aachen,2016MM06,500,42144,42144,0,0,0,0,0,3037,1504,1534,0,0,0,"84,288"
1465,1911,Maastricht Aachen,2016MM07,318,17441,17427,4,0,0,0,0,2219,1040,1179,0,0,0,"54,84591195"
1466,1912,Maastricht Aachen,2016MM08,283,18147,18147,0,0,0,0,0,2283,1225,1058,0,0,0,"64,12367491"
1467,1913,Maastricht Aachen,2016MM09,275,13600,13585,0,0,6,0,0,2058,1055,1003,0,0,0,"49,45454545"
1468,1915,Maastricht Aachen,2016MM10,312,15100,15098,0,0,0,0,0,5204,2528,2676,0,0,0,"48,3974359"
1469,1916,Maastricht Aachen,2016MM11,280,6486,6486,0,0,0,0,0,6648,3440,3208,0,0,0,"23,16428571"
1470,1917,Maastricht Aachen,2016MM12,267,6877,6877,0,0,0,0,0,5312,2459,2853,0,0,0,"25,75655431"
1471,1919,Maastricht Aachen,2016JJ00,3931,176562,176519,4,9,6,0,0,60480,32755,27725,0,0,0,"44,91528873"
1472,1920,Maastricht Aachen,2017MM01,229,6095,6087,0,0,0,0,0,2923,1560,1363,0,0,0,"26,61572052"
1473,1921,Maastricht Aachen,2017MM02,284,5562,5560,0,0,0,0,0,5677,2498,3178,0,0,0,"19,58450704"
1474,1922,Maastricht Aachen,2017MM03,328,6847,6845,0,0,0,0,0,6917,3122,3795,0,0,0,"20,875"
1475,1924,Maastricht Aachen,2017MM04,341,15478,15475,0,0,0,0,0,5478,2583,2895,0,0,0,"45,39002933"
1476,1925,Maastricht Aachen,2017MM05,431,21751,21742,0,0,0,0,0,6034,3072,2962,0,0,0,"50,46635731"
1477,1926,Maastricht Aachen,2017MM06,386,18631,18624,0,0,3,0,0,4813,2469,2344,0,0,0,"48,26683938"
1478,1928,Maastricht Aachen,2017MM07,407,22693,22686,2,0,0,0,0,6634,3130,3504,0,0,0,"55,75675676"
1479,1929,Maastricht Aachen,2017MM08,390,23054,23051,0,0,0,0,0,7403,3987,3416,0,0,0,"59,11282051"
1480,1930,Maastricht Aachen,2017MM09,440,21509,21502,0,0,0,0,0,8178,4488,3691,0,0,0,"48,88409091"
1481,1932,Maastricht Aachen,2017MM10,411,18813,18807,0,0,0,0,0,9550,5005,4545,0,0,0,"45,77372263"
1482,1933,Maastricht Aachen,2017MM11,416,3222,3216,0,0,0,0,0,11955,6291,5664,0,0,0,"7,745192308"
1483,1934,Maastricht Aachen,2017MM12,356,3889,3889,0,0,0,0,0,11209,5555,5654,0,0,0,"10,9241573"
1484,1936,Maastricht Aachen,2017JJ00,4419,167544,167484,2,0,3,0,0,86770,43760,43010,0,0,0,"37,91446029"
1485,1937,Maastricht Aachen,2018MM01,291,3286,3285,0,0,0,0,0,7157,3760,3397,0,0,0,"11,29209622"
1486,1938,Maastricht Aachen,2018MM02,334,3022,3017,2,0,0,0,0,8936,4624,4312,0,0,0,"9,047904192"
1487,1939,Maastricht Aachen,2018MM03,371,5502,5500,0,0,0,0,0,9105,4240,4864,0,0,0,"14,83018868"
1488,1941,Maastricht Aachen,2018MM04,505,17477,17090,378,0,0,0,0,8241,4231,4010,0,0,0,"34,60792079"
1489,1942,Maastricht Aachen,2018MM05,575,34418,33542,688,183,0,0,0,7828,4062,3766,0,0,0,"59,8573913"
1490,1943,Maastricht Aachen,2018MM06,491,31299,30569,721,5,0,0,0,6122,2575,3546,0,0,0,"63,74541752"
1491,1945,Maastricht Aachen,2018MM07,641,46636,43918,2712,0,0,0,0,6611,2940,3672,0,0,0,"72,7550702"
1492,1946,Maastricht Aachen,2018MM08,685,53040,50391,2646,0,0,0,0,7392,3861,3531,0,0,0,"77,43065693"
1493,1947,Maastricht Aachen,2018MM09,589,34945,34062,871,0,0,0,0,8901,4726,4175,0,0,0,"59,32937182"
1494,1949,Maastricht Aachen,2018MM10,620,32462,31964,496,0,0,0,0,12393,6654,5740,0,0,0,"52,35806452"
1495,1950,Maastricht Aachen,2018MM11,479,7528,6414,1114,0,0,0,0,13974,8127,5847,0,0,0,"15,71607516"
1496,1951,Maastricht Aachen,2018MM12,436,5498,3817,1671,0,2,0,0,14164,8065,6099,0,0,0,"12,61009174"
1497,1953,Maastricht Aachen,2018JJ00,6017,275113,263569,11299,188,2,0,0,110823,57866,52958,0,0,0,"45,72261925"
1498,1954,Maastricht Aachen,2019MM01,413,6140,3588,2548,0,4,0,0,10802,7283,3519,0,0,0,"14,86682809"
1499,1955,Maastricht Aachen,2019MM02,456,6817,4146,2668,0,0,0,0,12526,8211,4315,0,0,0,"14,9495614"
1500,1956,Maastricht Aachen,2019MM03,454,6914,4916,1998,0,0,0,0,10654,5744,4910,0,0,0,"15,22907489"
1501,1958,Maastricht Aachen,2019MM04,622,32795,31465,1329,0,0,0,0,11416,7549,3867,0,0,0,"52,72508039"
1502,1959,Maastricht Aachen,2019MM05,723,49734,48641,1090,0,0,0,0,10892,6230,4662,0,0,0,"68,78838174"
1503,1960,Maastricht Aachen,2019MM06,678,50048,48328,1711,0,2,0,0,8081,5503,2579,0,0,0,"73,81710914"
1504,1962,Maastricht Aachen,2019MM07,808,69715,65026,4684,0,0,0,0,8248,5096,3151,0,0,0,"86,28094059"
1505,1963,Maastricht Aachen,2019MM08,713,76289,70281,5998,0,0,0,0,4682,2810,1872,0,0,0,"106,997195"
1506,1964,Maastricht Aachen,2019MM09,641,59255,56272,2983,0,0,0,0,3818,2037,1781,0,0,0,"92,44149766"
1507,1966,Maastricht Aachen,2019MM10,616,46190,42918,3271,0,0,0,0,6548,3536,3012,0,0,0,"74,98376623"
1508,1967,Maastricht Aachen,2019MM11,564,16446,12120,4326,0,0,0,0,11781,7318,4463,0,0,0,"29,15957447"
1509,1968,Maastricht Aachen,2019MM12,511,15634,10145,5488,0,0,0,0,12009,6834,5174,0,0,0,"30,59491194"
1510,1970,Maastricht Aachen,2019JJ00,7199,435977,397846,38094,0,6,0,0,111457,68150,43307,0,0,0,"60,56077233"
1511,1971,Maastricht Aachen,2020MM01,474,15115,9549,5566,0,0,0,0,9174,6210,2964,0,0,0,"31,88818565"
1512,1972,Maastricht Aachen,2020MM02,476,14354,8083,6271,0,0,0,0,10433,6470,3963,0,0,0,"30,15546218"
1513,1973,Maastricht Aachen,2020MM03,485,7242,4364,2871,0,2,0,0,7514,3840,3675,0,0,0,"14,93195876"
1514,1975,Maastricht Aachen,2020MM04,329,5,3,0,0,0,0,0,10165,5999,4165,0,0,0,"0,015197568"
1515,1976,Maastricht Aachen,2020MM05,452,4,4,0,0,0,0,0,12780,7294,5485,0,0,0,"0,008849558"
1516,1977,Maastricht Aachen,2020MM06,489,389,384,0,0,3,0,0,13528,7018,6511,0,0,0,"0,795501022"
1517,1979,Maastricht Aachen,2020MM07,621,12952,12952,0,0,0,0,0,13050,6902,6148,0,0,0,"20,85668277"
1518,1980,Maastricht Aachen,2020MM08,615,16818,16814,0,4,0,0,0,13194,7541,5652,0,0,0,"27,34634146"
1519,1981,Maastricht Aachen,2020MM09,516,5511,5510,1,0,0,0,0,10568,6223,4345,0,0,0,"10,68023256"
1520,1983,Maastricht Aachen,2020MM10,587,4710,4710,0,0,0,0,0,12969,7750,5219,0,0,0,"8,023850085"
1521,1984,Maastricht Aachen,2020MM11,548,2139,2137,0,0,2,0,0,12034,7599,4435,0,0,0,"3,903284672"
1522,1985,Maastricht Aachen,2020MM12,535,1841,1840,0,0,0,0,0,10575,6216,4359,0,0,0,"3,441121495"
1523,1987,Maastricht Aachen,2020JJ00,6127,81080,66350,14709,4,7,0,0,135985,79062,56922,0,0,0,"13,23322997"
1524,1988,Maastricht Aachen,2021MM01,468,1049,1049,0,0,0,0,0,7637,5310,2327,0,0,0,"2,241452991"
1525,1989,Maastricht Aachen,2021MM02,537,448,447,0,0,0,0,0,12151,7866,4285,0,0,0,"0,834264432"
1526,1990,Maastricht Aachen,2021MM03,560,373,373,0,0,0,0,0,12171,7385,4786,0,0,0,"0,666071429"
1527,1992,Maastricht Aachen,2021MM04,563,1474,1473,0,0,0,0,0,11032,7634,3398,0,0,0,"2,618117229"
1528,1993,Maastricht Aachen,2021MM05,555,2223,2221,0,0,1,0,0,11147,8145,3001,0,0,0,"4,005405405"
1529,1994,Maastricht Aachen,2021MM06,460,4454,4454,0,0,0,0,0,7626,5386,2240,0,0,0,"9,682608696"
1530,1996,Maastricht Aachen,2021MM07,583,22399,22397,0,0,0,0,0,8125,5545,2580,0,0,0,"38,42024014"
1531,1997,Maastricht Aachen,2021MM08,600,24199,24199,0,0,0,0,0,9354,6187,3167,0,0,0,"40,33166667"
1532,1998,Maastricht Aachen,2021MM09,623,16364,16363,0,0,0,0,0,11339,6785,4554,0,0,0,"26,26645265"
1533,2000,Maastricht Aachen,2021MM10,656,17826,17817,0,1,8,0,0,12393,8203,4190,0,0,0,"27,17378049"
1534,2001,Maastricht Aachen,2021MM11,523,3744,3744,0,0,0,0,0,12787,8127,4659,0,0,0,"7,158699809"
1535,2002,Maastricht Aachen,2021MM12,473,3093,3090,0,0,0,0,0,12234,8046,4187,0,0,0,"6,539112051"
1536,2004,Maastricht Aachen,2021JJ00,6601,97646,97627,0,1,9,0,0,127994,84619,43375,0,0,0,"14,79260718"
1537,2005,Maastricht Aachen,2022MM01,431,5880,5880,0,0,0,0,0,9035,6586,2448,0,0,0,"13,64269142"
1538,2006,Maastricht Aachen,2022MM02,398,3288,3287,0,0,0,0,0,7746,5384,2362,0,0,0,"8,261306533"
1539,2007,Maastricht Aachen,2022MM03,434,3371,3369,0,0,0,0,0,9372,5876,3496,0,0,0,"7,767281106"
1540,2009,Maastricht Aachen,2022MM04,514,15386,15204,0,0,182,0,0,9763,6413,3350,0,0,0,"29,93385214"
1541,2010,Maastricht Aachen,2022MM05,542,22019,22000,0,17,0,0,0,8634,5899,2735,0,0,0,"40,62546125"
1542,2011,Maastricht Aachen,2022MM06,599,20728,20549,160,19,0,0,0,9584,6464,3121,0,0,0,"34,60434057"
1543,2013,Maastricht Aachen,2022MM07,712,45778,41096,4586,0,96,0,0,9898,6242,3656,0,0,0,"64,29494382"
1544,2014,Maastricht Aachen,2022MM08,696,53999,49526,4470,0,0,0,0,8161,5067,3094,0,0,0,"77,58477011"
1545,2015,Groningen Eelde,1997JJ00,4982,83151,0,0,0,0,0,0,0,0,0,       .,       .,       .,"16,69028503"
1546,2016,Groningen Eelde,1998JJ00,5330,114160,0,0,0,0,0,0,0,0,0,       .,       .,       .,"21,41838649"
1547,2017,Groningen Eelde,1999MM01,235,3196,0,0,0,0,0,0,0,0,0,       .,       .,       .,"13,6"
1548,2018,Groningen Eelde,1999MM02,215,2760,0,0,0,0,0,0,0,0,0,       .,       .,       .,"12,8372093"
1549,2019,Groningen Eelde,1999MM03,262,3872,0,0,0,0,0,0,0,0,0,       .,       .,       .,"14,77862595"
1550,2021,Groningen Eelde,1999MM04,120,4527,0,0,0,0,0,0,0,0,0,       .,       .,       .,"37,725"
1551,2022,Groningen Eelde,1999MM05,168,11606,0,0,0,0,0,0,0,0,0,       .,       .,       .,"69,08333333"
1552,2023,Groningen Eelde,1999MM06,202,12635,0,0,0,0,0,0,0,0,0,       .,       .,       .,"62,54950495"
1553,2025,Groningen Eelde,1999MM07,162,11160,0,0,0,0,0,0,0,0,0,       .,       .,       .,"68,88888889"
1554,2026,Groningen Eelde,1999MM08,156,12766,0,0,0,0,0,0,0,0,0,       .,       .,       .,"81,83333333"
1555,2027,Groningen Eelde,1999MM09,183,13182,0,0,0,0,0,0,0,0,0,       .,       .,       .,"72,03278689"
1556,2029,Groningen Eelde,1999MM10,155,9985,0,0,0,0,0,0,0,0,0,       .,       .,       .,"64,41935484"
1557,2030,Groningen Eelde,1999MM11,132,2539,0,0,0,0,0,0,0,0,0,       .,       .,       .,"19,23484848"
1558,2031,Groningen Eelde,1999MM12,84,1940,0,0,0,0,0,0,0,0,0,       .,       .,       .,"23,0952381"
1559,2033,Groningen Eelde,1999JJ00,2074,90168,0,0,0,0,0,0,0,0,0,       .,       .,       .,"43,47540984"
1560,2034,Groningen Eelde,2000MM01,86,2327,2327,0,0,0,0,0,0,0,0,       .,       .,       .,"27,05813953"
1561,2035,Groningen Eelde,2000MM02,92,2118,2118,0,0,0,0,0,0,0,0,       .,       .,       .,"23,02173913"
1562,2036,Groningen Eelde,2000MM03,105,3432,3432,0,0,0,0,0,0,0,0,       .,       .,       .,"32,68571429"
1563,2038,Groningen Eelde,2000MM04,121,2796,2796,0,0,0,0,0,0,0,0,       .,       .,       .,"23,10743802"
1564,2039,Groningen Eelde,2000MM05,184,6155,6155,0,0,0,0,0,0,0,0,       .,       .,       .,"33,45108696"
1565,2040,Groningen Eelde,2000MM06,160,5243,5243,0,0,0,0,0,0,0,0,       .,       .,       .,"32,76875"
1566,2042,Groningen Eelde,2000MM07,130,9917,9917,0,0,0,0,0,0,0,0,       .,       .,       .,"76,28461538"
1567,2043,Groningen Eelde,2000MM08,148,16084,16084,0,0,0,0,0,0,0,0,       .,       .,       .,"108,6756757"
1568,2044,Groningen Eelde,2000MM09,164,15039,15039,0,0,0,0,0,0,0,0,       .,       .,       .,"91,70121951"
1569,2046,Groningen Eelde,2000MM10,144,10694,10694,0,0,0,0,0,0,0,0,       .,       .,       .,"74,26388889"
1570,2047,Groningen Eelde,2000MM11,88,2546,2546,0,0,0,0,0,0,0,0,       .,       .,       .,"28,93181818"
1571,2048,Groningen Eelde,2000MM12,53,1915,1915,0,0,0,0,0,0,0,0,       .,       .,       .,"36,13207547"
