ID;Airports;Periods;TotalFlights_3;TotalPassengers_12;EuropeTotal_22;Africa_26;America_32;Asia_36;Oceania_40;OtherUnknown_41;TotalCargo_43;TotalUnloadedCargo_46;TotalLoadedCargo_49;TotalMail_74;TotalUnloadedMail_77;TotalLoadedMail_80;Passengers_flight
1377;A043591;2008MM11;929;106323;106012;0;0;311;0;0;34;4;31;0;0;0;114
1378;A043591;2008MM12;871;99362;99362;0;0;0;0;0;84;51;32;0;0;0;114
1380;A043591;2008JJ00;14491;1666417;1661515;3632;0;1269;0;0;663;108;555;0;0;0;115
1381;A043591;2009MM01;855;90493;90493;0;0;0;0;0;36;6;30;0;0;0;106
1382;A043591;2009MM02;828;99373;99373;0;0;0;0;0;32;4;27;0;0;0;120
1383;A043591;2009MM03;936;112728;112728;0;0;0;0;0;93;6;87;0;0;0;120
1385;A043591;2009MM04;1006;129572;129572;0;0;0;0;0;79;3;77;0;0;0;129
1386;A043591;2009MM05;1171;156447;156447;0;0;0;0;0;16;1;15;0;0;0;134
1387;A043591;2009MM06;1177;155013;154770;0;0;243;0;0;41;4;37;0;0;0;132
1389;A043591;2009MM07;1301;180926;180319;0;189;418;0;0;346;71;274;0;0;0;139
1390;A043591;2009MM08;1303;191063;190994;0;0;69;0;0;72;4;68;0;0;0;147
1391;A043591;2009MM09;1333;179745;179693;52;0;0;0;0;91;3;87;0;0;0;135
1393;A043591;2009MM10;1301;175596;175596;0;0;0;0;0;90;5;85;0;0;0;135
1394;A043591;2009MM11;1136;139322;139322;0;0;0;0;0;113;6;107;0;0;0;123
1395;A043591;2009MM12;1085;128775;128775;0;0;0;0;0;22;2;20;0;0;0;119
1397;A043591;2009JJ00;13432;1739053;1738082;52;189;730;0;0;1031;116;915;0;0;0;129
1398;A043591;2010MM01;1077;111396;111231;165;0;0;0;0;17;7;10;0;0;0;103
1399;A043591;2010MM02;1064;122333;122333;0;0;0;0;0;19;4;14;0;0;0;115
1400;A043591;2010MM03;1180;146181;146181;0;0;0;0;0;87;8;79;0;0;0;124
1402;A043591;2010MM04;1090;138095;138095;0;0;0;0;0;22;5;17;0;0;0;127
1403;A043591;2010MM05;1558;215232;215232;0;0;0;0;0;0;0;0;0;0;0;138
1404;A043591;2010MM06;1493;203811;203811;0;0;0;0;0;0;0;0;0;0;0;137
1406;A043591;2010MM07;1629;234520;234520;0;0;0;0;0;63;0;63;0;0;0;144
1407;A043591;2010MM08;1721;258180;258180;0;0;0;0;0;63;0;63;0;0;0;150
1408;A043591;2010MM09;1602;227950;227905;0;0;0;0;0;0;0;0;0;0;0;142
1410;A043591;2010MM10;1557;225069;225069;0;0;0;0;0;0;0;0;0;0;0;145
1411;A043591;2010MM11;1140;152368;152368;0;0;0;0;0;62;0;62;0;0;0;134
1412;A043591;2010MM12;1133;147648;147408;0;240;0;0;0;19;0;19;0;0;0;130
1414;A043591;2010JJ00;16244;2182783;2182333;165;240;0;0;0;351;24;326;0;0;0;134
1415;A043591;2011MM01;1232;142884;142884;0;0;0;0;0;0;0;0;0;0;0;116
1416;A043591;2011MM02;1079;133658;133658;0;0;0;0;0;0;0;0;0;0;0;124
1417;A043591;2011MM03;1258;167750;167750;0;0;0;0;0;0;0;0;0;0;0;133
1419;A043591;2011MM04;1642;228844;228844;0;0;0;0;0;0;0;0;0;0;0;139
1420;A043591;2011MM05;2037;275801;275801;0;0;0;0;0;0;0;0;0;0;0;135
1421;A043591;2011MM06;1919;257143;256933;183;0;0;0;0;0;0;0;0;0;0;134
1423;A043591;2011MM07;2022;292858;291720;1138;0;0;0;0;0;0;0;0;0;0;145
1424;A043591;2011MM08;2037;296529;296010;519;0;0;0;0;0;0;0;0;0;0;146
1425;A043591;2011MM09;1938;271311;271311;0;0;0;0;0;0;0;0;0;0;0;140
1427;A043591;2011MM10;1892;264018;263461;365;0;192;0;0;0;0;0;0;0;0;140
1428;A043591;2011MM11;1260;162061;159768;2293;0;0;0;0;0;0;0;0;0;0;129
1429;A043591;2011MM12;1364;171221;168667;2554;0;0;0;0;0;0;0;0;0;0;126
1431;A043591;2011JJ00;19680;2664078;2656807;7052;0;192;0;0;0;0;0;0;0;0;135
1432;A043591;2012MM01;1480;168756;165981;2775;0;0;0;0;0;0;0;0;0;0;114
1433;A043591;2012MM02;1396;169767;167127;2640;0;0;0;0;0;0;0;0;0;0;122
1434;A043591;2012MM03;1623;203430;200295;3135;0;0;0;0;0;0;0;0;0;0;125
1436;A043591;2012MM04;1925;259863;256629;3234;0;0;0;0;0;0;0;0;0;0;135
1437;A043591;2012MM05;2239;301954;298751;3203;0;0;0;0;0;0;0;0;0;0;135
1438;A043591;2012MM06;2153;288737;286079;2658;0;0;0;0;0;0;0;0;0;0;134
1440;A043591;2012MM07;2302;334961;331895;3066;0;0;0;0;0;0;0;0;0;0;146
1441;A043591;2012MM08;2249;325367;322338;3029;0;0;0;0;0;0;0;0;0;0;145
1442;A043591;2012MM09;2141;292550;289452;3098;0;0;0;0;0;0;0;0;0;0;137
1444;A043591;2012MM10;2119;288342;285523;2819;0;0;0;0;0;0;0;0;0;0;136
1445;A043591;2012MM11;1413;184715;182136;2579;0;0;0;0;0;0;0;0;0;0;131
1446;A043591;2012MM12;1410;186496;184046;2450;0;0;0;0;0;0;0;0;0;0;132
1448;A043591;2012JJ00;22450;3004938;2970252;34686;0;0;0;0;0;0;0;0;0;0;134
1449;A043591;2013MM01;1596;177554;174984;2570;0;0;0;0;0;0;0;0;0;0;111
1450;A043591;2013MM02;1477;185145;182398;2747;0;0;0;0;0;0;0;0;0;0;125
1451;A043591;2013MM03;1840;234218;230808;3410;0;0;0;0;0;0;0;0;0;0;127
1453;A043591;2013MM04;2074;286436;278862;7574;0;0;0;0;0;0;0;0;0;0;138
1454;A043591;2013MM05;2417;342948;334689;8259;0;0;0;0;0;0;0;0;0;0;142
1455;A043591;2013MM06;2324;329938;322829;7109;0;0;0;0;0;0;0;0;0;0;142
1457;A043591;2013MM07;2471;372682;364642;8040;0;0;0;0;0;0;0;0;0;0;151
1458;A043591;2013MM08;2439;370304;361368;8936;0;0;0;0;0;0;0;0;0;0;152
1459;A043591;2013MM09;2391;351005;342871;8134;0;0;0;0;0;0;0;0;0;0;147
1461;A043591;2013MM10;2312;338783;329788;8995;0;0;0;0;0;0;0;0;0;0;147
1462;A043591;2013MM11;1650;223320;217027;6293;0;0;0;0;0;0;0;0;0;0;135
1463;A043591;2013MM12;1602;213152;206433;6719;0;0;0;0;0;0;0;0;0;0;133
1465;A043591;2013JJ00;24593;3425485;3346699;78786;0;0;0;0;0;0;0;0;0;0;139
1466;A043591;2014MM01;1787;210766;204498;6268;0;0;0;0;0;0;0;0;0;0;118
1467;A043591;2014MM02;1628;212377;205962;6415;0;0;0;0;0;0;0;0;0;0;130
1468;A043591;2014MM03;1898;259430;252568;6862;0;0;0;0;0;0;0;0;0;0;137
1470;A043591;2014MM04;2338;345746;339890;5856;0;0;0;0;0;0;0;0;0;0;148
1471;A043591;2014MM05;2743;412805;406415;6390;0;0;0;0;0;0;0;0;0;0;150
1472;A043591;2014MM06;2635;395700;390107;5593;0;0;0;0;0;0;0;0;0;0;150
1474;A043591;2014MM07;2682;413599;408873;4726;0;0;0;0;0;0;0;0;0;0;154
1475;A043591;2014MM08;2720;434612;427071;7541;0;0;0;0;0;0;0;0;0;0;160
1476;A043591;2014MM09;2618;392699;386444;6255;0;0;0;0;0;0;0;0;0;0;150
1478;A043591;2014MM10;2535;382483;375488;6995;0;0;0;0;0;0;0;0;0;0;151
1479;A043591;2014MM11;1702;249652;238022;11630;0;0;0;0;0;0;0;0;0;0;147
1480;A043591;2014MM12;1737;246495;237270;9225;0;0;0;0;0;0;0;0;0;0;142
1482;A043591;2014JJ00;27023;3956364;3872608;83756;0;0;0;0;0;0;0;0;0;0;146
1483;A043591;2015MM01;1844;247187;236407;10545;235;0;0;0;0;0;0;0;0;0;134
1484;A043591;2015MM02;1794;255091;245053;10038;0;0;0;0;0;0;0;0;0;0;142
1485;A043591;2015MM03;2200;313992;302797;11195;0;0;0;0;0;0;0;0;0;0;143
1487;A043591;2015MM04;2536;386044;374599;11445;0;0;0;0;0;0;0;0;0;0;152
1488;A043591;2015MM05;2835;446497;437592;8905;0;0;0;0;0;0;0;0;0;0;157
1489;A043591;2015MM06;2752;426021;418175;7846;0;0;0;0;0;0;0;0;0;0;155
1491;A043591;2015MM07;2855;447582;440220;7362;0;0;0;0;0;0;0;0;0;0;157
1492;A043591;2015MM08;2851;458138;449825;8313;0;0;0;0;0;0;0;0;0;0;161
1493;A043591;2015MM09;2741;428748;420171;8577;0;0;0;0;0;0;0;0;0;0;156
1495;A043591;2015MM10;2708;421488;412545;8943;0;0;0;0;0;0;0;0;0;0;156
1496;A043591;2015MM11;1833;270990;260291;10699;0;0;0;0;0;0;0;0;0;0;148
1497;A043591;2015MM12;1886;272104;262153;9951;0;0;0;0;0;0;0;0;0;0;144
1499;A043591;2015JJ00;28835;4373882;4259828;113819;235;0;0;0;0;0;0;0;0;0;152
1500;A043591;2016MM01;1970;277796;269391;8405;0;0;0;0;0;0;0;0;0;0;141
1501;A043591;2016MM02;1983;294491;285783;8708;0;0;0;0;0;0;0;0;0;0;149
1502;A043591;2016MM03;2402;358055;350453;7602;0;0;0;0;0;0;0;0;0;0;149
1504;A043591;2016MM04;2780;428556;420237;8319;0;0;0;0;0;0;0;0;0;0;154
1505;A043591;2016MM05;2945;453348;444217;9131;0;0;0;0;0;0;0;0;0;0;154
1506;A043591;2016MM06;1542;231727;227713;4014;0;0;0;0;0;0;0;0;0;0;150
1508;A043591;2016MM07;3171;507699;499627;8072;0;0;0;0;0;0;0;0;0;0;160
1509;A043591;2016MM08;3157;516581;507733;8848;0;0;0;0;0;0;0;0;0;0;164
1510;A043591;2016MM09;3192;507109;498764;8345;0;0;0;0;0;0;0;0;0;0;159
1512;A043591;2016MM10;3096;490112;480715;9397;0;0;0;0;0;0;0;0;0;0;158
1513;A043591;2016MM11;2340;359269;347837;11432;0;0;0;0;0;0;0;0;0;0;154
1514;A043591;2016MM12;2332;355454;342494;12960;0;0;0;0;0;0;0;0;0;0;152
1516;A043591;2016JJ00;30910;4780197;4674964;105233;0;0;0;0;0;0;0;0;0;0;155
1517;A043591;2017MM01;2394;349354;336557;12797;0;0;0;0;0;0;0;0;0;0;146
1518;A043591;2017MM02;2241;347522;336189;11333;0;0;0;0;0;0;0;0;0;0;155
1519;A043591;2017MM03;2660;416705;403856;12849;0;0;0;0;0;0;0;0;0;0;157
1521;A043591;2017MM04;3059;503029;490799;12230;0;0;0;0;0;0;0;0;0;0;164
1522;A043591;2017MM05;3302;544797;533251;11546;0;0;0;0;0;0;0;0;0;0;165
1523;A043591;2017MM06;3233;532103;522645;9458;0;0;0;0;0;0;0;0;0;0;165
1525;A043591;2017MM07;3332;567053;555499;11554;0;0;0;0;0;0;0;0;0;0;170
1526;A043591;2017MM08;3335;577120;563967;13153;0;0;0;0;0;0;0;0;0;0;173
1527;A043591;2017MM09;3267;553096;542224;10872;0;0;0;0;0;0;0;0;0;0;169
1529;A043591;2017MM10;3214;536736;524163;12573;0;0;0;0;0;0;0;0;0;0;167
1530;A043591;2017MM11;2499;401036;382674;16296;0;2066;0;0;0;0;0;0;0;0;160
1531;A043591;2017MM12;2393;372669;355774;14867;0;2028;0;0;0;0;0;0;0;0;156
1533;A043591;2017JJ00;34929;5701220;5547598;149528;0;4094;0;0;0;0;0;0;0;0;163
1534;A043591;2018MM01;2615;398089;381354;15413;0;1322;0;0;0;0;0;0;0;0;152
1535;A043591;2018MM02;2417;393080;375144;15816;0;2120;0;0;0;0;0;0;0;0;163
1536;A043591;2018MM03;2774;452090;431857;17469;0;2764;0;0;0;0;0;0;0;0;163
1538;A043591;2018MM04;3151;537248;513978;18921;0;4349;0;0;0;0;0;0;0;0;171
1539;A043591;2018MM05;3408;585787;562972;18412;0;4403;0;0;0;0;0;0;0;0;172
1540;A043591;2018MM06;3406;583746;562550;16779;0;4417;0;0;0;0;0;0;0;0;171
1542;A043591;2018MM07;3592;623708;598151;20916;0;4641;0;0;0;0;0;0;0;0;174
1543;A043591;2018MM08;3636;635624;606885;23688;0;5051;0;0;0;0;0;0;0;0;175
1544;A043591;2018MM09;3546;615201;589550;21825;0;3826;0;0;0;0;0;0;0;0;173
1546;A043591;2018MM10;3590;612905;585662;22505;0;4738;0;0;0;0;0;0;0;0;171
1547;A043591;2018MM11;2473;409628;383344;22370;0;3914;0;0;0;0;0;0;0;0;166
1548;A043591;2018MM12;2427;390649;366861;20926;0;2862;0;0;0;0;0;0;0;0;161
1550;A043591;2018JJ00;37035;6237755;5958308;235040;0;44407;0;0;0;0;0;0;0;0;168
1551;A043591;2019MM01;2579;400481;375089;22787;0;2605;0;0;0;0;0;0;0;0;155
1552;A043591;2019MM02;2417;404961;378663;23692;0;2606;0;0;0;0;0;0;0;0;168
1553;A043591;2019MM03;2854;486336;454150;27731;0;4455;0;0;0;0;0;0;0;0;170
1555;A043591;2019MM04;3573;606490;575402;26496;0;4592;0;0;0;0;0;0;0;0;170
1556;A043591;2019MM05;3933;656099;631507;19296;0;5296;0;0;0;0;0;0;0;0;167
1557;A043591;2019MM06;3836;657648;628373;24218;0;5057;0;0;0;0;0;0;0;0;171
1559;A043591;2019MM07;3922;665638;633847;24770;0;7021;0;0;0;0;0;0;0;0;170
1560;A043591;2019MM08;3933;681093;648004;25981;0;7108;0;0;0;0;0;0;0;0;173
1561;A043591;2019MM09;3913;672355;641495;25638;0;5222;0;0;0;0;0;0;0;0;172
1563;A043591;2019MM10;3870;662238;630181;27795;0;4262;0;0;0;0;0;0;0;0;171
1564;A043591;2019MM11;2641;446930;417528;25165;0;4237;0;0;0;0;0;0;0;0;169
1565;A043591;2019MM12;2738;440506;413878;22613;0;4015;0;0;0;0;0;0;0;0;161
1567;A043591;2019JJ00;40209;6780775;6428117;296182;0;56476;0;0;0;0;0;0;0;0;169
1568;A043591;2020MM01;2554;400991;375641;22934;0;2416;0;0;0;0;0;0;0;0;157
1569;A043591;2020MM02;2649;438828;410047;25256;0;3525;0;0;0;0;0;0;0;0;166
1570;A043591;2020MM03;1888;225071;210026;13812;0;1233;0;0;0;0;0;0;0;0;119
1572;A043591;2020MM04;148;7732;7732;0;0;0;0;0;0;0;0;0;0;0;52
1573;A043591;2020MM05;178;12108;12108;0;0;0;0;0;0;0;0;0;0;0;68
1574;A043591;2020MM06;565;46774;46774;0;0;0;0;0;0;0;0;0;0;0;83
1576;A043591;2020MM07;2292;257515;257515;0;0;0;0;0;0;0;0;0;0;0;112
1577;A043591;2020MM08;2713;295053;295053;0;0;0;0;0;0;0;0;0;0;0;109
1578;A043591;2020MM09;1947;171375;171375;0;0;0;0;0;0;0;0;0;0;0;88
1580;A043591;2020MM10;1451;133057;133057;0;0;0;0;0;0;0;0;0;0;0;92
1581;A043591;2020MM11;721;57737;57737;0;0;0;0;0;0;0;0;0;0;0;80
1582;A043591;2020MM12;769;66544;66544;0;0;0;0;0;0;0;0;0;0;0;87
1584;A043591;2020JJ00;17875;2112785;2043609;62002;0;7174;0;0;0;0;0;0;0;0;118
1585;A043591;2021MM01;572;36128;36128;0;0;0;0;0;0;0;0;0;0;0;63
1586;A043591;2021MM02;169;11314;10985;329;0;0;0;0;0;0;0;0;0;0;67
1587;A043591;2021MM03;226;16000;16000;0;0;0;0;0;0;0;0;0;0;0;71
1589;A043591;2021MM04;373;27805;27805;0;0;0;0;0;0;0;0;0;0;0;75
1590;A043591;2021MM05;562;51798;51798;0;0;0;0;0;0;0;0;0;0;0;92
1591;A043591;2021MM06;1428;147608;142960;4648;0;0;0;0;0;0;0;0;0;0;103
1593;A043591;2021MM07;2779;344808;328995;15813;0;0;0;0;0;0;0;0;0;0;124
1594;A043591;2021MM08;3245;481576;460773;20803;0;0;0;0;0;0;0;0;0;0;148
1595;A043591;2021MM09;3112;453527;440601;12926;0;0;0;0;0;0;0;0;0;0;146
1597;A043591;2021MM10;3097;479966;470038;9928;0;0;0;0;0;0;0;0;0;0;155
1598;A043591;2021MM11;2390;341640;341299;341;0;0;0;0;0;0;0;0;0;0;143
1599;A043591;2021MM12;2571;306254;305997;0;0;257;0;0;0;0;0;0;0;0;119
1601;A043591;2021JJ00;20524;2698424;2633379;64788;0;257;0;0;0;0;0;0;0;0;131
1602;A043591;2022MM01;2133;275066;275066;0;0;0;0;0;0;0;0;0;0;0;129
1603;A043591;2022MM02;2151;309283;305034;4018;0;231;0;0;0;0;0;0;0;0;144
1604;A043591;2022MM03;2700;401775;393052;8723;0;0;0;0;0;0;0;0;0;0;149
1606;A043591;2022MM04;3390;546389;536542;9847;0;0;0;0;0;0;0;0;0;0;161
1607;A043591;2022MM05;3768;619540;604536;15004;0;0;0;0;0;0;0;0;0;0;164
1608;A043591;2022MM06;3724;631700;615365;16335;0;0;0;0;0;0;0;0;0;0;170
1610;A043591;2022MM07;3909;662646;643419;19227;0;0;0;0;0;0;0;0;0;0;170
1611;A043591;2022MM08;3948;678848;659980;18837;31;0;0;0;0;0;0;0;0;0;172
1612;A043595;1997JJ00;9072;231908;230447;0;0;0;0;1461;33261;15688;17573;       .;       .;       .;26
1613;A043595;1998JJ00;8679;240657;239615;0;0;0;0;1042;27999;11660;16339;       .;       .;       .;28
1614;A043595;1999MM01;693;12241;12192;0;0;0;0;49;2300;1414;886;       .;       .;       .;18
1615;A043595;1999MM02;657;13813;13637;0;0;0;0;176;2681;1405;1276;       .;       .;       .;21
1616;A043595;1999MM03;781;14769;14637;0;0;0;0;132;2817;1554;1263;       .;       .;       .;19
1618;A043595;1999MM04;753;16449;16080;0;0;0;0;369;2453;1328;1125;       .;       .;       .;22
1619;A043595;1999MM05;925;30875;30631;0;0;0;0;244;2721;1532;1189;       .;       .;       .;33
1620;A043595;1999MM06;977;32141;31966;0;0;0;0;175;2519;1424;1095;       .;       .;       .;33
1622;A043595;1999MM07;966;39008;38850;0;0;0;0;158;2397;1131;1266;       .;       .;       .;40
1623;A043595;1999MM08;958;37868;36879;0;0;0;0;989;2129;828;1301;       .;       .;       .;40
1624;A043595;1999MM09;907;34732;34550;0;0;0;0;182;2515;1248;1267;       .;       .;       .;38
1626;A043595;1999MM10;898;28371;28151;0;0;0;0;220;3214;1746;1468;       .;       .;       .;32
1627;A043595;1999MM11;826;18469;17965;0;0;0;0;504;3955;1828;2127;       .;       .;       .;22
1628;A043595;1999MM12;832;14552;13713;0;0;0;0;839;6328;3715;2613;       .;       .;       .;17
1630;A043595;1999JJ00;10173;293288;289251;0;0;0;0;4037;36029;19153;16876;       .;       .;       .;29
1631;A043595;2000MM01;783;16605;15672;933;0;0;0;0;4277;2597;1680;       .;       .;       .;21
1632;A043595;2000MM02;890;16167;15544;623;0;0;0;0;5681;3385;2296;       .;       .;       .;18
1633;A043595;2000MM03;952;20566;19343;1221;0;0;0;0;5278;3132;2146;       .;       .;       .;22
1635;A043595;2000MM04;962;22148;21453;691;0;0;0;0;3548;1910;1638;       .;       .;       .;23
1636;A043595;2000MM05;1256;41121;41116;0;0;0;0;0;2336;1086;1250;       .;       .;       .;33
1637;A043595;2000MM06;1244;48246;48246;0;0;0;0;0;2440;1323;1117;       .;       .;       .;39
1639;A043595;2000MM07;1251;51872;51870;2;0;0;0;0;2796;1380;1416;       .;       .;       .;41
1640;A043595;2000MM08;1269;45354;45354;0;0;0;0;0;2904;1699;1205;       .;       .;       .;36
1641;A043595;2000MM09;1188;45540;45540;0;0;0;0;0;2911;1525;1386;       .;       .;       .;38
1643;A043595;2000MM10;1244;36927;36927;0;0;0;0;0;3464;1826;1638;       .;       .;       .;30
1644;A043595;2000MM11;1133;20366;20359;0;0;0;0;0;4642;2897;1745;       .;       .;       .;18
1645;A043595;2000MM12;1008;17984;17984;0;0;0;0;0;3991;2430;1561;       .;       .;       .;18
1647;A043595;2000JJ00;13180;382896;379408;3470;0;1;0;0;44268;25189;19079;       .;       .;       .;29
1648;A043595;2001MM01;1241;19298;19298;0;0;0;0;0;2270;1115;1155;       .;       .;       .;16
1649;A043595;2001MM02;1085;18992;18987;3;0;0;0;0;2600;1273;1328;       .;       .;       .;18
1650;A043595;2001MM03;1169;22564;22562;0;0;0;0;0;2879;1613;1266;       .;       .;       .;19
1652;A043595;2001MM04;949;22536;22536;0;0;0;0;0;3353;2176;1178;       .;       .;       .;24
1653;A043595;2001MM05;1138;40072;40046;0;0;0;0;0;3184;1847;1337;       .;       .;       .;35
1654;A043595;2001MM06;1092;41049;41049;0;0;0;0;0;2605;1460;1146;       .;       .;       .;38
1656;A043595;2001MM07;1157;45029;45027;0;0;0;0;0;2178;1082;1096;       .;       .;       .;39
1657;A043595;2001MM08;1134;42178;42178;0;0;0;0;0;2039;1181;858;       .;       .;       .;37
1658;A043595;2001MM09;1099;40793;40786;0;0;0;0;0;2643;1532;1111;       .;       .;       .;37
1660;A043595;2001MM10;1130;35838;35838;0;0;0;0;0;3513;2150;1364;       .;       .;       .;32
1661;A043595;2001MM11;771;17534;17288;246;0;0;0;0;3174;1852;1322;       .;       .;       .;23
1662;A043595;2001MM12;665;13676;12958;716;0;2;0;0;3025;1865;1160;       .;       .;       .;21
1664;A043595;2001JJ00;12630;359559;358553;965;0;2;0;0;33463;19144;14320;       .;       .;       .;28
1665;A043595;2002MM01;792;14880;13523;1357;0;0;0;0;2691;1860;831;       .;       .;       .;19
1666;A043595;2002MM02;740;16444;14624;1548;0;232;0;0;2870;1923;947;       .;       .;       .;22
1667;A043595;2002MM03;819;18178;16809;1362;0;0;0;0;3500;2311;1189;       .;       .;       .;22
1669;A043595;2002MM04;772;21399;20182;1213;0;0;0;0;3601;2505;1096;       .;       .;       .;28
1670;A043595;2002MM05;814;40781;40188;587;1;5;0;0;2913;1946;968;       .;       .;       .;50
1671;A043595;2002MM06;822;33545;32748;785;0;0;0;0;3251;2031;1220;       .;       .;       .;41
1673;A043595;2002MM07;847;37349;37349;0;0;0;0;0;3288;2104;1184;       .;       .;       .;44
1674;A043595;2002MM08;777;34164;34140;24;0;0;0;0;2608;1804;804;       .;       .;       .;44
1675;A043595;2002MM09;871;36059;36037;0;17;5;0;0;3711;2751;960;       .;       .;       .;41
1677;A043595;2002MM10;794;31260;31260;0;0;0;0;0;4157;3058;1099;       .;       .;       .;39
1678;A043595;2002MM11;624;15718;15705;5;0;8;0;0;3456;2684;772;       .;       .;       .;25
1679;A043595;2002MM12;537;12556;12542;0;0;0;0;0;3432;2379;1053;       .;       .;       .;23
1681;A043595;2002JJ00;9209;312333;305107;6881;18;250;0;0;39477;27355;12122;       .;       .;       .;34
1682;A043595;2003MM01;580;10018;10018;0;0;0;0;0;2862;2162;700;0;0;0;17
1683;A043595;2003MM02;566;10882;10882;0;0;0;0;0;2714;2154;560;0;0;0;19
1684;A043595;2003MM03;626;12445;11963;285;197;0;0;0;3332;2546;787;0;0;0;20
1686;A043595;2003MM04;574;12390;12390;0;0;0;0;0;3620;2516;1104;0;0;0;22
1687;A043595;2003MM05;706;33450;33448;0;0;2;0;0;2836;2037;799;0;0;0;47
1688;A043595;2003MM06;682;32008;32008;0;0;0;0;0;2616;1804;812;0;0;0;47
1690;A043595;2003MM07;666;29193;29193;0;0;0;0;0;1992;1573;420;0;0;0;44
1691;A043595;2003MM08;662;38545;38545;0;0;0;0;0;1953;1446;507;0;0;0;58
1692;A043595;2003MM09;795;34056;34053;0;3;0;0;0;2588;2043;545;0;0;0;43
1694;A043595;2003MM10;697;30136;30136;0;0;0;0;0;3055;2394;660;0;0;0;43
1695;A043595;2003MM11;655;16029;16025;4;0;0;0;0;3199;2516;683;0;0;0;24
1696;A043595;2003MM12;589;14195;14195;0;0;0;0;0;3488;2478;1010;0;0;0;24
1698;A043595;2003JJ00;7798;273347;272856;289;200;2;0;0;34255;25669;8586;0;0;0;35
1699;A043595;2004MM01;497;10260;10079;181;0;0;0;0;2871;2239;632;0;0;0;21
1700;A043595;2004MM02;491;9310;9310;0;0;0;0;0;3153;2432;721;0;0;0;19
1701;A043595;2004MM03;538;9979;9979;0;0;0;0;0;3059;2234;825;0;0;0;19
1703;A043595;2004MM04;511;13851;13851;0;0;0;0;0;2962;2311;651;0;0;0;27
1704;A043595;2004MM05;665;28888;28888;0;0;0;0;0;2764;2135;629;0;0;0;43
1705;A043595;2004MM06;688;29882;29882;0;0;0;0;0;3048;2355;693;0;0;0;43
1707;A043595;2004MM07;636;23619;23619;0;0;0;0;0;2931;2140;790;0;0;0;37
1708;A043595;2004MM08;626;29598;29596;0;2;0;0;0;3177;2622;556;0;0;0;47
1709;A043595;2004MM09;614;27625;27623;0;0;2;0;0;3312;2452;860;0;0;0;45
1711;A043595;2004MM10;640;23528;23452;76;0;0;0;0;5377;4425;953;0;0;0;37
1712;A043595;2004MM11;562;11314;10260;1054;0;0;0;0;5565;4749;816;0;0;0;20
1713;A043595;2004MM12;587;10464;8983;1300;0;0;0;0;6002;4869;1132;0;0;0;18
1715;A043595;2004JJ00;7055;228318;225522;2611;2;2;0;0;44221;34963;9258;0;0;0;32
1716;A043595;2005MM01;494;7767;6422;1345;0;0;0;0;5965;5006;958;0;0;0;16
1717;A043595;2005MM02;444;7983;6646;1337;0;0;0;0;5092;4327;765;0;0;0;18
1718;A043595;2005MM03;466;8885;7274;1611;0;0;0;0;4842;3977;865;0;0;0;19
1720;A043595;2005MM04;593;19231;18975;256;0;0;0;0;4140;3373;767;0;0;0;32
1721;A043595;2005MM05;773;44572;44389;183;0;0;0;0;4097;3360;737;0;0;0;58
1722;A043595;2005MM06;734;35524;35274;0;0;250;0;0;3653;2902;751;0;0;0;48
1724;A043595;2005MM07;673;39695;39695;0;0;0;0;0;3592;2835;756;0;0;0;59
1725;A043595;2005MM08;684;38645;38645;0;0;0;0;0;3969;3270;699;0;0;0;56
1726;A043595;2005MM09;761;38700;38699;0;0;0;0;0;5152;4074;1079;0;0;0;51
1728;A043595;2005MM10;747;36017;35433;584;0;0;0;0;5617;4559;1057;0;0;0;48
1729;A043595;2005MM11;530;18133;18130;3;0;0;0;0;5100;4259;841;0;0;0;34
1730;A043595;2005MM12;293;9039;9039;0;0;0;0;0;3352;2734;618;0;0;0;31
1732;A043595;2005JJ00;7192;304191;298621;5319;0;250;0;0;54569;44675;9894;0;0;0;42
1733;A043595;2006MM01;904;14606;14574;0;0;32;0;0;4560;3760;800;0;0;0;16
1734;A043595;2006MM02;796;14578;14575;0;0;3;0;0;4174;3161;1013;0;0;0;18
1735;A043595;2006MM03;973;19964;19963;0;0;1;0;0;5079;3866;1214;0;0;0;21
1737;A043595;2006MM04;1003;23640;23630;0;4;3;0;0;4578;3590;988;0;0;0;24
1738;A043595;2006MM05;1201;31133;30876;215;0;7;0;0;4161;3295;867;0;0;0;26
1739;A043595;2006MM06;1149;29044;28562;482;0;0;0;0;3693;2752;942;0;0;0;25
1741;A043595;2006MM07;1218;33814;33686;35;92;0;0;0;3954;2912;1043;0;0;0;28
1742;A043595;2006MM08;1240;29995;29985;2;4;2;0;0;4500;3365;1136;0;0;0;24
1743;A043595;2006MM09;1098;27698;27696;0;2;0;0;0;4373;3314;1059;0;0;0;25
1745;A043595;2006MM10;1067;21703;21701;0;0;0;0;0;5170;3972;1198;0;0;0;20
1746;A043595;2006MM11;889;12853;12851;2;0;0;0;0;5432;4259;1173;0;0;0;14
1747;A043595;2006MM12;762;11058;11058;0;0;0;0;0;4477;3473;1004;0;0;0;15
1749;A043595;2006JJ00;12300;270086;269157;736;102;48;0;0;54152;41717;12434;0;0;0;22
1750;A043595;2007MM01;676;5268;5264;4;0;0;0;0;4663;3532;1132;0;0;0;8
1751;A043595;2007MM02;699;5115;5115;0;0;0;0;0;4750;3760;990;0;0;0;7
